,ligand,receptor
2125,FGF6,FLT1
2126,FGF17,FLT1
2127,FGF18,FLT1
2128,FGF22,FLT1
2129,KDR,FLT1
2130,FLT4,FLT1
2131,BDNF,FLT1
2132,NTF3,FLT1
2133,EREG,FLT1
2134,VEGFA,FLT1
2135,VEGFC,FLT1
2136,VEGFD,FLT1
2137,NTF4,FLT1
2138,FGF5,FLT1
2139,FGF19,FLT1
2140,FGF16,FLT1
2141,FGF21,FLT1
2142,FGF20,FLT1
2143,FGF23,FLT1
2144,PGF,FLT1
2145,PLG,FLT1
2146,JAG2,NOTCH1
2147,DLL1,NOTCH1
2148,WNT1,NOTCH1
2149,JAG1,NOTCH1
2150,YBX1,NOTCH1
2151,TNF,NOTCH1
2152,DLL4,NOTCH1
2153,DLL3,NOTCH1
2154,WNT4,NOTCH1
2155,CNTN1,NOTCH1
2156,CCN3,NOTCH1
2157,MFAP2,NOTCH1
2158,CSHL1,NOTCH1
2159,RELN,NOTCH1
2160,CNTN6,NOTCH1
2161,DLK2,NOTCH1
2162,DLK1,NOTCH1
2163,RBP3,NOTCH1
2164,CCL5,CD4
2165,CD40LG,CD4
2166,PTPN6,CD4
2167,CD80,CD4
2168,IL2,CD4
2169,IL23A,CD4
2170,CXCL12,CD4
2171,IL12B,CD4
2172,HLA-DRB5,CD4
2173,HLA-G,CD4
2174,IL16,CD4
2175,PIP,CD4
2176,CD8A,CD4
2177,HLA-DPA1,CD4
2178,HLA-DPB1,CD4
2179,HLA-DMA,CD4
2180,HLA-DMB,CD4
2181,HLA-DQA2,CD4
2182,HLA-DOA,CD4
2183,HLA-DOB,CD4
2184,HLA-DRA,CD4
2185,HLA-DRB1,CD4
2186,TGFB1,FCGR3A
2187,FGF3,FLT3
2188,IGF1,FLT3
2189,KIT,FLT3
2190,IGF2,FLT3
2191,FLT3LG,FLT3
2192,KITLG,FLT3
2193,EGF,FLT3
2194,NGF,FLT3
2195,TGFA,FLT3
2196,CSF1,FLT3
2197,HGF,FLT3
2198,INS,FLT3
2199,AREG,FLT3
2200,PDGFC,FLT3
2201,PDGFA,FLT3
2202,PDGFB,FLT3
2203,FGF1,FLT3
2204,FGF2,FLT3
2205,FGF4,FLT3
2206,FGF7,FLT3
2207,FGF8,FLT3
2208,FGF9,FLT3
2209,FGF10,FLT3
2210,VEGFB,FLT3
2211,EFNA1,FLT3
2212,EFNA2,FLT3
2213,EFNA5,FLT3
2214,EFNA3,FLT3
2215,EFNA4,FLT3
2216,ANGPT2,FLT3
2217,ANGPT1,FLT3
2218,ANGPT4,FLT3
2219,PDGFD,FLT3
2220,FGF6,FLT3
2221,FGF17,FLT3
2222,FGF18,FLT3
2223,FGF22,FLT3
2224,BDNF,FLT3
2225,NTF3,FLT3
2226,EREG,FLT3
2227,VEGFA,FLT3
2228,VEGFC,FLT3
2229,VEGFD,FLT3
2230,NTF4,FLT3
2231,FGF5,FLT3
2232,FGF19,FLT3
2233,FGF16,FLT3
2234,FGF21,FLT3
2235,FGF20,FLT3
2236,FGF23,FLT3
2237,PGF,FLT3
2238,TNFSF9,PVR
2239,VTN,PVR
2240,FGF3,RET
2241,IGF1,RET
2242,IGF2,RET
2243,FLT3LG,RET
2244,KITLG,RET
2245,EGF,RET
2246,NGF,RET
2247,TGFA,RET
2248,CSF1,RET
2249,HGF,RET
2250,INS,RET
2251,AREG,RET
2252,PDGFC,RET
2253,PDGFA,RET
2254,PDGFB,RET
2255,FGF1,RET
2256,FGF2,RET
2257,FGF4,RET
2258,FGF7,RET
2259,FGF8,RET
2260,FGF9,RET
2261,FGF10,RET
2262,VEGFB,RET
2263,EFNA1,RET
2264,EFNA2,RET
2265,EFNA5,RET
2266,EFNA3,RET
2267,EFNA4,RET
2268,ANGPT2,RET
2269,ANGPT1,RET
2270,ANGPT4,RET
2271,GDNF,RET
2272,PDGFD,RET
2273,FGF6,RET
2274,FGF17,RET
2275,FGF18,RET
2276,FGF22,RET
2277,BDNF,RET
2278,NTF3,RET
2279,AGT,RET
2280,EREG,RET
2281,VEGFA,RET
2282,VEGFC,RET
2283,VEGFD,RET
2284,GDF15,RET
2285,NTF4,RET
2286,PSPN,RET
2287,FGFR4,RET
2288,ARTN,RET
2289,FGF5,RET
2290,FGF19,RET
2291,FGF16,RET
2292,FGF21,RET
2293,FGF20,RET
2294,FGF23,RET
2295,PGF,RET
2296,NRTN,RET
2297,LGALS1,RET
2298,TNF,CD38
2299,IFNA1,CD38
2300,CXCL8,CD38
2301,PECAM1,CD38
2302,CD80,CD8A
2303,HLA-G,CD8A
2304,HLA-A,CD8A
2305,HLA-B,CD8A
2306,HLA-C,CD8A
2307,HLA-F,CD8A
2308,CEACAM5,CD8A
2309,HLA-E,CD8A
2310,IFNG,IFNAR1
2311,IFNB1,IFNAR1
2312,PTPN6,IFNAR1
2313,IL1B,IFNAR1
2314,IFNA1,IFNAR1
2315,IFNK,IFNAR1
2316,IL36G,IFNAR1
2317,IFNA10,IFNAR1
2318,IFNA14,IFNAR1
2319,IFNA16,IFNAR1
2320,IFNA17,IFNAR1
2321,IFNA2,IFNAR1
2322,IFNA21,IFNAR1
2323,IFNA4,IFNAR1
2324,IFNA5,IFNAR1
2325,IFNA6,IFNAR1
2326,IFNA7,IFNAR1
2327,IFNA8,IFNAR1
2328,IFNW1,IFNAR1
2329,IFNE,IFNAR1
2330,LPA,IFNAR1
2331,PTPN6,CSF3R
2332,CSF1,CSF3R
2333,CSF3,CSF3R
2334,CSF2,CSF3R
2335,CXCL12,ESR2
2336,CCL2,CCR5
2337,CCL3L3,CCR5
2338,CXCL9,CCR5
2339,CCL5,CCR5
2340,CCL8,CCR5
2341,CCL4,CCR5
2342,CXCL10,CCR5
2343,TGFB1,CCR5
2344,CXCL11,CCR5
2345,IL2,CCR5
2346,IL12A,CCR5
2347,IFNA1,CCR5
2348,CXCL12,CCR5
2349,CCL19,CCR5
2350,CCL21,CCR5
2351,CCL25,CCR5
2352,CCL13,CCR5
2353,CCL14,CCR5
2354,CCL15,CCR5
2355,CCL23,CCR5
2356,CCL3,CCR5
2357,CCL7,CCR5
2358,CCL27,CCR5
2359,CCL28,CCR5
2360,CCL16,CCR5
2361,CCL11,CCR5
2362,CCL24,CCR5
2363,CCL26,CCR5
2364,CCL17,CCR5
2365,CCL22,CCR5
2366,CCL20,CCR5
2367,CCL1,CCR5
2368,CXCL1,CCR5
2369,CXCL6,CCR5
2370,CXCL8,CCR5
2371,CXCL2,CCR5
2372,CXCL3,CCR5
2373,CXCL5,CCR5
2374,PPBP,CCR5
2375,CXCL13,CCR5
2376,CX3CL1,CCR5
2377,IL12B,CCR5
2378,IL18,CCR5
2379,XCL1,CCR5
2380,XCL2,CCR5
2381,IL16,CCR5
2382,ORM1,CCR5
2383,PF4,CCR5
2384,CXCL14,CCR5
2385,S100A4,CCR5
2386,CCL18,CCR5
2387,PF4V1,CCR5
2388,CCL4L1,CCR5
2389,CXCL9,KIR2DL3
2390,BMP10,KIR2DL3
2391,GAST,KIR2DL3
2392,HLA-G,KIR2DL3
2393,HLA-A,KIR2DL3
2394,HLA-B,KIR2DL3
2395,HLA-C,KIR2DL3
2396,HLA-F,KIR2DL3
2397,HLA-E,KIR2DL3
2398,FAM3C,KIR2DL3
2399,CD80,CD8B
2400,HLA-G,CD8B
2401,HLA-A,CD8B
2402,HLA-B,CD8B
2403,HLA-C,CD8B
2404,HLA-F,CD8B
2405,HLA-E,CD8B
2406,TP53,VDR
2407,TGFB1,VDR
2408,DKK4,VDR
2409,IL4,IL2RA
2410,PTPN6,IL2RA
2411,IL2,IL2RA
2412,IL15,IL2RA
2413,IL1RN,IL2RA
2414,ICAM1,IL2RA
2415,HLA-A,IL2RA
2416,CD8A,IL2RA
2417,CD8B,IL2RA
2418,IL4R,IL2RG
2419,IL4,IL2RG
2420,PTPN6,IL2RG
2421,IL2,IL2RG
2422,IL13,IL2RG
2423,IL15,IL2RG
2424,IL21,IL2RG
2425,IL7,IL2RG
2426,IL9,IL2RG
2427,IL1RN,IL2RG
2428,ICAM1,IL2RG
2429,HLA-A,IL2RG
2430,CD8A,IL2RG
2431,CD8B,IL2RG
2432,KL,FGFR3
2433,FGF3,FGFR3
2434,IGF1,FGFR3
2435,IGF2,FGFR3
2436,FLT3LG,FGFR3
2437,KITLG,FGFR3
2438,EGF,FGFR3
2439,NGF,FGFR3
2440,TGFA,FGFR3
2441,CSF1,FGFR3
2442,HGF,FGFR3
2443,INS,FGFR3
2444,BMP2,FGFR3
2445,AREG,FGFR3
2446,PDGFC,FGFR3
2447,PDGFA,FGFR3
2448,PDGFB,FGFR3
2449,FGF1,FGFR3
2450,FGF2,FGFR3
2451,FGF4,FGFR3
2452,FGF7,FGFR3
2453,FGF8,FGFR3
2454,FGF9,FGFR3
2455,FGF10,FGFR3
2456,VEGFB,FGFR3
2457,EFNA1,FGFR3
2458,EFNA2,FGFR3
2459,EFNA5,FGFR3
2460,EFNA3,FGFR3
2461,EFNA4,FGFR3
2462,ANGPT2,FGFR3
2463,ANGPT1,FGFR3
2464,ANGPT4,FGFR3
2465,PDGFD,FGFR3
2466,FGF6,FGFR3
2467,FGF17,FGFR3
2468,FGF18,FGFR3
2469,FGF22,FGFR3
2470,BDNF,FGFR3
2471,NTF3,FGFR3
2472,EREG,FGFR3
2473,VEGFA,FGFR3
2474,VEGFC,FGFR3
2475,VEGFD,FGFR3
2476,NTF4,FGFR3
2477,FGF11,FGFR3
2478,FGF14,FGFR3
2479,FGF12,FGFR3
2480,FGF13,FGFR3
2481,FGF5,FGFR3
2482,FGF19,FGFR3
2483,FGF16,FGFR3
2484,FGF21,FGFR3
2485,FGF20,FGFR3
2486,FGF23,FGFR3
2487,PGF,FGFR3
2488,KL,FGFR4
2489,FGF3,FGFR4
2490,IGF1,FGFR4
2491,IGF2,FGFR4
2492,FLT3LG,FGFR4
2493,KITLG,FGFR4
2494,EGF,FGFR4
2495,NGF,FGFR4
2496,TGFA,FGFR4
2497,CSF1,FGFR4
2498,HGF,FGFR4
2499,INS,FGFR4
2500,AREG,FGFR4
2501,PDGFC,FGFR4
2502,PDGFA,FGFR4
2503,PDGFB,FGFR4
2504,FGF1,FGFR4
2505,FGF2,FGFR4
2506,FGF4,FGFR4
2507,FGF7,FGFR4
2508,FGF8,FGFR4
2509,FGF9,FGFR4
2510,FGF10,FGFR4
2511,VEGFB,FGFR4
2512,EFNA1,FGFR4
2513,EFNA2,FGFR4
2514,EFNA5,FGFR4
2515,EFNA3,FGFR4
2516,EFNA4,FGFR4
2517,ANGPT2,FGFR4
2518,ANGPT1,FGFR4
2519,ANGPT4,FGFR4
2520,PDGFD,FGFR4
2521,FGF6,FGFR4
2522,FGF17,FGFR4
2523,FGF18,FGFR4
2524,FGF22,FGFR4
2525,BDNF,FGFR4
2526,NTF3,FGFR4
2527,EREG,FGFR4
2528,VEGFA,FGFR4
2529,VEGFC,FGFR4
2530,VEGFD,FGFR4
2531,NTF4,FGFR4
2532,FGF11,FGFR4
2533,FGF14,FGFR4
2534,FGF12,FGFR4
2535,FGF13,FGFR4
2536,FGF5,FGFR4
2537,FGF19,FGFR4
2538,FGF16,FGFR4
2539,FGF21,FGFR4
2540,FGF20,FGFR4
2541,FGF23,FGFR4
2542,PGF,FGFR4
2543,MDK,ITGA4
2544,CXCL12,ITGA4
2545,VEGFD,ITGA4
2546,RELN,ITGA4
2547,VTN,ITGA4
2548,THBS1,ITGA4
2549,THBS2,ITGA4
2550,VWF,ITGA4
2551,VCAM1,ITGA4
2552,VCAN,ITGA4
2553,COMP,ITGA4
2554,LAMB1,ITGA4
2555,LAMA4,ITGA4
2556,LAMA5,ITGA4
2557,LAMC1,ITGA4
2558,LAMC2,ITGA4
2559,TNC,ITGA4
2560,COL6A3,ITGA4
2561,LAMA3,ITGA4
2562,ICAM4,ITGA4
2563,LAMC3,ITGA4
2564,LAMA1,ITGA4
2565,LAMB3,ITGA4
2566,SPP1,ITGA4
2567,LAMA2,ITGA4
2568,LAMB2,ITGA4
2569,CHAD,ITGA4
2570,SPON2,ITGA4
2571,COL6A6,ITGA4
2572,THBS4,ITGA4
2573,PLA2G2A,ITGA4
2574,COL11A2,ITGA4
2575,GHRL,TBXA2R
2576,CSF2,ITGA9
2577,VEGFA,ITGA9
2578,VEGFC,ITGA9
2579,VEGFD,ITGA9
2580,RELN,ITGA9
2581,VTN,ITGA9
2582,THBS1,ITGA9
2583,THBS2,ITGA9
2584,VWF,ITGA9
2585,VCAM1,ITGA9
2586,COMP,ITGA9
2587,LAMB1,ITGA9
2588,LAMA4,ITGA9
2589,LAMA5,ITGA9
2590,LAMC1,ITGA9
2591,LAMC2,ITGA9
2592,TNC,ITGA9
2593,COL6A3,ITGA9
2594,PLG,ITGA9
2595,LAMA3,ITGA9
2596,LAMC3,ITGA9
2597,LAMA1,ITGA9
2598,LAMB3,ITGA9
2599,SPP1,ITGA9
2600,LAMA2,ITGA9
2601,LAMB2,ITGA9
2602,CHAD,ITGA9
2603,COL6A6,ITGA9
2604,THBS4,ITGA9
2605,COL11A2,ITGA9
2606,IL1A,ADCY1
2607,EDN1,ADCY1
2608,NPPA,ADCY1
2609,AVP,ADCY1
2610,VIP,ADCY1
2611,SST,ADCY1
2612,PTH,ADCY1
2613,CALML3,ADCY1
2614,NOTCH1,PAX8
2615,WNT1,PAX8
2616,TGFB1,PAX8
2617,NOTCH1,FURIN
2618,PDGFA,FURIN
2619,NOTCH1,DLK2
2620,NOTCH1,NOTCH4
2621,JAG2,NOTCH4
2622,DLL1,NOTCH4
2623,JAG1,NOTCH4
2624,DLL4,NOTCH4
2625,DLL3,NOTCH4
2626,THBS2,NOTCH4
2627,CNTN6,NOTCH4
2628,DLK1,NOTCH4
2629,HLA-C,NOTCH4
2630,NOTCH1,TNFRSF10B
2631,TP53,TNFRSF10B
2632,TNFSF10,TNFRSF10B
2633,FASLG,TNFRSF10B
2634,NOTCH1,FLT4
2635,FGF3,FLT4
2636,IGF1,FLT4
2637,IGF2,FLT4
2638,FLT3LG,FLT4
2639,KITLG,FLT4
2640,EGF,FLT4
2641,NGF,FLT4
2642,TGFA,FLT4
2643,CSF1,FLT4
2644,HGF,FLT4
2645,TNF,FLT4
2646,INS,FLT4
2647,AREG,FLT4
2648,PDGFC,FLT4
2649,PDGFA,FLT4
2650,PDGFB,FLT4
2651,FGF1,FLT4
2652,FGF2,FLT4
2653,FGF4,FLT4
2654,FGF7,FLT4
2655,FGF8,FLT4
2656,FGF9,FLT4
2657,FGF10,FLT4
2658,VEGFB,FLT4
2659,EFNA1,FLT4
2660,EFNA2,FLT4
2661,EFNA5,FLT4
2662,EFNA3,FLT4
2663,EFNA4,FLT4
2664,ANGPT2,FLT4
2665,ANGPT1,FLT4
2666,ANGPT4,FLT4
2667,PDGFD,FLT4
2668,FGF6,FLT4
2669,FGF17,FLT4
2670,FGF18,FLT4
2671,FGF22,FLT4
2672,KDR,FLT4
2673,BDNF,FLT4
2674,NTF3,FLT4
2675,EREG,FLT4
2676,VEGFA,FLT4
2677,VEGFC,FLT4
2678,VEGFD,FLT4
2679,NTF4,FLT4
2680,VTN,FLT4
2681,FGF5,FLT4
2682,FGF19,FLT4
2683,FGF16,FLT4
2684,FGF21,FLT4
2685,FGF20,FLT4
2686,FGF23,FLT4
2687,PGF,FLT4
2688,JAG2,NOTCH2
2689,DLL1,NOTCH2
2690,JAG1,NOTCH2
2691,IL24,NOTCH2
2692,DLL4,NOTCH2
2693,DLL3,NOTCH2
2694,MDK,NOTCH2
2695,CNTN1,NOTCH2
2696,CNTN6,NOTCH2
2697,DLK1,NOTCH2
2698,JAG2,NOTCH3
2699,DLL1,NOTCH3
2700,JAG1,NOTCH3
2701,IL6,NOTCH3
2702,DLL4,NOTCH3
2703,DLL3,NOTCH3
2704,THBS2,NOTCH3
2705,CNTN6,NOTCH3
2706,DLK1,NOTCH3
2707,SCGB3A1,NOTCH3
2708,FGF3,FGFR2
2709,IGF1,FGFR2
2710,IGF2,FGFR2
2711,FLT3LG,FGFR2
2712,KITLG,FGFR2
2713,EGF,FGFR2
2714,NGF,FGFR2
2715,TGFA,FGFR2
2716,CSF1,FGFR2
2717,HGF,FGFR2
2718,INS,FGFR2
2719,AREG,FGFR2
2720,PDGFC,FGFR2
2721,PDGFA,FGFR2
2722,PDGFB,FGFR2
2723,FGF1,FGFR2
2724,FGF2,FGFR2
2725,FGF4,FGFR2
2726,FGF7,FGFR2
2727,FGF8,FGFR2
2728,FGF9,FGFR2
2729,FGF10,FGFR2
2730,VEGFB,FGFR2
2731,EFNA1,FGFR2
2732,EFNA2,FGFR2
2733,EFNA5,FGFR2
2734,EFNA3,FGFR2
2735,EFNA4,FGFR2
2736,ANGPT2,FGFR2
2737,ANGPT1,FGFR2
2738,ANGPT4,FGFR2
2739,PDGFD,FGFR2
2740,FGF6,FGFR2
2741,FGF17,FGFR2
2742,FGF18,FGFR2
2743,FGF22,FGFR2
2744,BDNF,FGFR2
2745,NTF3,FGFR2
2746,EREG,FGFR2
2747,VEGFA,FGFR2
2748,VEGFC,FGFR2
2749,VEGFD,FGFR2
2750,NTF4,FGFR2
2751,L1CAM,FGFR2
2752,FGF11,FGFR2
2753,FGF14,FGFR2
2754,CTGF,FGFR2
2755,FGF12,FGFR2
2756,FGF13,FGFR2
2757,FGF5,FGFR2
2758,FGF19,FGFR2
2759,FGF16,FGFR2
2760,FGF21,FGFR2
2761,FGF20,FGFR2
2762,FGF23,FGFR2
2763,PGF,FGFR2
2764,PF4,FGFR2
2765,FGF3,ALK
2766,IGF1,ALK
2767,IGF2,ALK
2768,FLT3LG,ALK
2769,KITLG,ALK
2770,EGF,ALK
2771,NGF,ALK
2772,TGFA,ALK
2773,CSF1,ALK
2774,HGF,ALK
2775,INS,ALK
2776,SHH,ALK
2777,AREG,ALK
2778,PDGFC,ALK
2779,PDGFA,ALK
2780,PDGFB,ALK
2781,FGF1,ALK
2782,FGF2,ALK
2783,FGF4,ALK
2784,FGF7,ALK
2785,FGF8,ALK
2786,FGF9,ALK
2787,FGF10,ALK
2788,VEGFB,ALK
2789,EFNA1,ALK
2790,EFNA2,ALK
2791,EFNA5,ALK
2792,EFNA3,ALK
2793,EFNA4,ALK
2794,ANGPT2,ALK
2795,ANGPT1,ALK
2796,ANGPT4,ALK
2797,MDK,ALK
2798,PDGFD,ALK
2799,FGF6,ALK
2800,FGF17,ALK
2801,FGF18,ALK
2802,FGF22,ALK
2803,BDNF,ALK
2804,NTF3,ALK
2805,PTN,ALK
2806,EREG,ALK
2807,VEGFA,ALK
2808,VEGFC,ALK
2809,VEGFD,ALK
2810,NTF4,ALK
2811,FGF5,ALK
2812,FGF19,ALK
2813,FGF16,ALK
2814,FGF21,ALK
2815,FGF20,ALK
2816,FGF23,ALK
2817,PGF,ALK
2818,VCL,ALK
2819,ALKAL1,ALK
2820,ALKAL2,ALK
2821,FGF3,EPHB3
2822,IGF1,EPHB3
2823,IGF2,EPHB3
2824,FLT3LG,EPHB3
2825,KITLG,EPHB3
2826,EGF,EPHB3
2827,NGF,EPHB3
2828,TGFA,EPHB3
2829,CSF1,EPHB3
2830,HGF,EPHB3
2831,INS,EPHB3
2832,AREG,EPHB3
2833,PDGFC,EPHB3
2834,PDGFA,EPHB3
2835,PDGFB,EPHB3
2836,FGF1,EPHB3
2837,FGF2,EPHB3
2838,FGF4,EPHB3
2839,FGF7,EPHB3
2840,FGF8,EPHB3
2841,FGF9,EPHB3
2842,FGF10,EPHB3
2843,VEGFB,EPHB3
2844,EFNA1,EPHB3
2845,EFNA2,EPHB3
2846,EFNA5,EPHB3
2847,EFNB3,EPHB3
2848,EFNA3,EPHB3
2849,EFNA4,EPHB3
2850,EFNB2,EPHB3
2851,ANGPT2,EPHB3
2852,ANGPT1,EPHB3
2853,ANGPT4,EPHB3
2854,PDGFD,EPHB3
2855,FGF6,EPHB3
2856,FGF17,EPHB3
2857,FGF18,EPHB3
2858,FGF22,EPHB3
2859,BDNF,EPHB3
2860,NTF3,EPHB3
2861,EFNB1,EPHB3
2862,AFDN,EPHB3
2863,EREG,EPHB3
2864,VEGFA,EPHB3
2865,VEGFC,EPHB3
2866,VEGFD,EPHB3
2867,NTF4,EPHB3
2868,FGF5,EPHB3
2869,FGF19,EPHB3
2870,FGF16,EPHB3
2871,FGF21,EPHB3
2872,FGF20,EPHB3
2873,FGF23,EPHB3
2874,PGF,EPHB3
2875,FGF3,TIE1
2876,IGF1,TIE1
2877,IGF2,TIE1
2878,FLT3LG,TIE1
2879,KITLG,TIE1
2880,EGF,TIE1
2881,NGF,TIE1
2882,TGFA,TIE1
2883,CSF1,TIE1
2884,HGF,TIE1
2885,INS,TIE1
2886,AREG,TIE1
2887,PDGFC,TIE1
2888,PDGFA,TIE1
2889,PDGFB,TIE1
2890,FGF1,TIE1
2891,FGF2,TIE1
2892,FGF4,TIE1
2893,FGF7,TIE1
2894,FGF8,TIE1
2895,FGF9,TIE1
2896,FGF10,TIE1
2897,VEGFB,TIE1
2898,EFNA1,TIE1
2899,EFNA2,TIE1
2900,EFNA5,TIE1
2901,EFNA3,TIE1
2902,EFNA4,TIE1
2903,ANGPT2,TIE1
2904,TEK,TIE1
2905,ANGPT1,TIE1
2906,ANGPT4,TIE1
2907,PDGFD,TIE1
2908,FGF6,TIE1
2909,FGF17,TIE1
2910,FGF18,TIE1
2911,FGF22,TIE1
2912,BDNF,TIE1
2913,NTF3,TIE1
2914,EREG,TIE1
2915,VEGFA,TIE1
2916,VEGFC,TIE1
2917,VEGFD,TIE1
2918,NTF4,TIE1
2919,FGF5,TIE1
2920,FGF19,TIE1
2921,FGF16,TIE1
2922,FGF21,TIE1
2923,FGF20,TIE1
2924,FGF23,TIE1
2925,PGF,TIE1
2926,ANGPTL4,TIE1
2927,ANGPTL2,TIE1
2928,FGF3,EPHA8
2929,IGF1,EPHA8
2930,IGF2,EPHA8
2931,FLT3LG,EPHA8
2932,KITLG,EPHA8
2933,EGF,EPHA8
2934,NGF,EPHA8
2935,TGFA,EPHA8
2936,CSF1,EPHA8
2937,HGF,EPHA8
2938,INS,EPHA8
2939,AREG,EPHA8
2940,PDGFC,EPHA8
2941,PDGFA,EPHA8
2942,PDGFB,EPHA8
2943,FGF1,EPHA8
2944,FGF2,EPHA8
2945,FGF4,EPHA8
2946,FGF7,EPHA8
2947,FGF8,EPHA8
2948,FGF9,EPHA8
2949,FGF10,EPHA8
2950,VEGFB,EPHA8
2951,EFNA1,EPHA8
2952,EFNA2,EPHA8
2953,EFNA5,EPHA8
2954,EFNA3,EPHA8
2955,EFNA4,EPHA8
2956,ANGPT2,EPHA8
2957,ANGPT1,EPHA8
2958,ANGPT4,EPHA8
2959,PDGFD,EPHA8
2960,FGF6,EPHA8
2961,FGF17,EPHA8
2962,FGF18,EPHA8
2963,FGF22,EPHA8
2964,BDNF,EPHA8
2965,NTF3,EPHA8
2966,EREG,EPHA8
2967,VEGFA,EPHA8
2968,VEGFC,EPHA8
2969,VEGFD,EPHA8
2970,NTF4,EPHA8
2971,FGF5,EPHA8
2972,FGF19,EPHA8
2973,FGF16,EPHA8
2974,FGF21,EPHA8
2975,FGF20,EPHA8
2976,FGF23,EPHA8
2977,PGF,EPHA8
2978,FGF3,EPHB4
2979,IGF1,EPHB4
2980,EPO,EPHB4
2981,IGF2,EPHB4
2982,FLT3LG,EPHB4
2983,KITLG,EPHB4
2984,EGF,EPHB4
2985,NGF,EPHB4
2986,TGFA,EPHB4
2987,CSF1,EPHB4
2988,HGF,EPHB4
2989,INS,EPHB4
2990,AREG,EPHB4
2991,PDGFC,EPHB4
2992,PDGFA,EPHB4
2993,PDGFB,EPHB4
2994,FGF1,EPHB4
2995,FGF2,EPHB4
2996,FGF4,EPHB4
2997,FGF7,EPHB4
2998,FGF8,EPHB4
2999,FGF9,EPHB4
3000,FGF10,EPHB4
3001,VEGFB,EPHB4
3002,EFNA1,EPHB4
3003,EFNA2,EPHB4
3004,EFNA5,EPHB4
3005,EFNB3,EPHB4
3006,EFNA3,EPHB4
3007,EFNA4,EPHB4
3008,EFNB2,EPHB4
3009,ANGPT2,EPHB4
3010,ANGPT1,EPHB4
3011,ANGPT4,EPHB4
3012,PDGFD,EPHB4
3013,FGF6,EPHB4
3014,FGF17,EPHB4
3015,FGF18,EPHB4
3016,FGF22,EPHB4
3017,BDNF,EPHB4
3018,NTF3,EPHB4
3019,EFNB1,EPHB4
3020,EREG,EPHB4
3021,VEGFA,EPHB4
3022,VEGFC,EPHB4
3023,VEGFD,EPHB4
3024,NTF4,EPHB4
3025,FGF5,EPHB4
3026,FGF19,EPHB4
3027,FGF16,EPHB4
3028,FGF21,EPHB4
3029,FGF20,EPHB4
3030,FGF23,EPHB4
3031,PGF,EPHB4
3032,FGF3,MERTK
3033,IGF1,MERTK
3034,IGF2,MERTK
3035,FLT3LG,MERTK
3036,KITLG,MERTK
3037,EGF,MERTK
3038,NGF,MERTK
3039,TGFA,MERTK
3040,CSF1,MERTK
3041,HGF,MERTK
3042,INS,MERTK
3043,AREG,MERTK
3044,PDGFC,MERTK
3045,PDGFA,MERTK
3046,PDGFB,MERTK
3047,FGF1,MERTK
3048,FGF2,MERTK
3049,FGF4,MERTK
3050,FGF7,MERTK
3051,FGF8,MERTK
3052,FGF9,MERTK
3053,FGF10,MERTK
3054,VEGFB,MERTK
3055,EFNA1,MERTK
3056,EFNA2,MERTK
3057,EFNA5,MERTK
3058,EFNA3,MERTK
3059,EFNA4,MERTK
3060,ANGPT2,MERTK
3061,ANGPT1,MERTK
3062,ANGPT4,MERTK
3063,GAS6,MERTK
3064,PDGFD,MERTK
3065,FGF6,MERTK
3066,FGF17,MERTK
3067,FGF18,MERTK
3068,FGF22,MERTK
3069,BDNF,MERTK
3070,NTF3,MERTK
3071,EREG,MERTK
3072,VEGFA,MERTK
3073,VEGFC,MERTK
3074,VEGFD,MERTK
3075,PMCH,MERTK
3076,NTF4,MERTK
3077,FGF5,MERTK
3078,FGF19,MERTK
3079,FGF16,MERTK
3080,FGF21,MERTK
3081,FGF20,MERTK
3082,FGF23,MERTK
3083,PGF,MERTK
3084,ZP3,MERTK
3085,FGF3,EPHA7
3086,IGF1,EPHA7
3087,WNT5A,EPHA7
3088,IGF2,EPHA7
3089,FLT3LG,EPHA7
3090,KITLG,EPHA7
3091,EGF,EPHA7
3092,NGF,EPHA7
3093,TGFA,EPHA7
3094,CSF1,EPHA7
3095,HGF,EPHA7
3096,INS,EPHA7
3097,AREG,EPHA7
3098,PDGFC,EPHA7
3099,PDGFA,EPHA7
3100,PDGFB,EPHA7
3101,FGF1,EPHA7
3102,FGF2,EPHA7
3103,FGF4,EPHA7
3104,FGF7,EPHA7
3105,FGF8,EPHA7
3106,FGF9,EPHA7
3107,FGF10,EPHA7
3108,VEGFB,EPHA7
3109,EFNA1,EPHA7
3110,EFNA2,EPHA7
3111,EFNA5,EPHA7
3112,EFNA3,EPHA7
3113,EFNA4,EPHA7
3114,ANGPT2,EPHA7
3115,ANGPT1,EPHA7
3116,ANGPT4,EPHA7
3117,PDGFD,EPHA7
3118,FGF6,EPHA7
3119,FGF17,EPHA7
3120,FGF18,EPHA7
3121,FGF22,EPHA7
3122,BDNF,EPHA7
3123,NTF3,EPHA7
3124,AFDN,EPHA7
3125,EREG,EPHA7
3126,VEGFA,EPHA7
3127,VEGFC,EPHA7
3128,VEGFD,EPHA7
3129,NTF4,EPHA7
3130,FGF5,EPHA7
3131,FGF19,EPHA7
3132,FGF16,EPHA7
3133,FGF21,EPHA7
3134,FGF20,EPHA7
3135,FGF23,EPHA7
3136,PGF,EPHA7
3137,FGF3,EPHA5
3138,IGF1,EPHA5
3139,IGF2,EPHA5
3140,FLT3LG,EPHA5
