,ligand,receptor
8015,CEACAM16,TECTB
8016,CEACAM16,TECTA
8017,COL8A2,SLC4A11
8018,CXCL17,GPR35
8019,ENHO,GPR19
8020,CCL4L1,GPR101
8021,CCL4L1,PGRMC2
8022,CFP,NCR1
8023,FSTL1,DIP2A
8024,LGI1,ADAM23
8025,LGI2,ADAM23
8026,LGI3,ADAM23
8027,LGI4,ADAM23
8028,MMRN2,CD248
8029,MMRN2,CLEC14A
8030,SECTM1,CD7
8031,SERPINF1,PLXDC2
8032,TCN1,CD320
8033,TOR2A,ATP5F1B
8034,LY6G5C,TMEM8A
8035,DBH,ADRA2C
8036,DBH,ADRA1A
8037,DBH,GPR161
8038,CHAT,CHRM5
8039,TH,DRD1
8040,TH,DRD3
8041,TH,DRD5
8042,ACP6,HEXIM1
8043,HPGDS,PTGDR
8044,CYP11A1,PAQR3
8045,COPA,P2RY6
8046,VSTM1,ADGRG3
8047,CLEC2D,KLRB1
8048,CLEC2D,CD161
